公司,證券代碼,證期會代碼,年月日,TSE 產業別,TEJ產業_名稱,TEJ產業_代碼,TEJ產業指數,收盤價(元),季別,每股盈餘,ROE－綜合損益,ROA－綜合損益,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率,date,Year,股價變化,股價變化率
2424 隴華,2424,2424,2023-03-31,27,通訊設備,M23K,,22.7,1.0,-0.75,-13.03,-6.69,78.26,26.06,26.06,8.36,19.62,19.62,19.62,19.62,22.3,50.15,-1.57,1.35,2023-03-31,2023,-1.35,-3.87
2427 三商電,2427,2427,2023-03-31,30,軟體服務,M23X,TEJT22  電子- 軟體,14.98,1.0,0.42,4.18,1.84,8.14,21.22,21.22,40.18,26.17,34.54,34.54,49.11,15.54,8.38,16.84,0.46,2023-03-31,2023,2.7,11.42
2453 凌群,2453,2453,2023-03-31,30,軟體服務,M23X,TEJT22  電子- 軟體,66.06,1.0,0.84,4.08,1.99,2.47,11.96,11.96,66.18,22.91,23.76,23.76,22.73,10.1,4.25,,0.42,2023-03-31,2023,-0.5,-0.93
2471 資通,2471,2471,2023-03-31,30,軟體服務,M23X,TEJT22  電子- 軟體,47.08,1.0,0.18,0.94,0.6,6.81,7.9,7.9,15.95,-54.33,-58.77,-58.77,-58.77,3.28,4.98,-24.95,-0.88,2023-03-31,2023,4.0,7.98
2480 敦陽科,2480,2480,2023-03-31,30,軟體服務,M23X,TEJT22  電子- 軟體,91.55,1.0,1.99,8.01,3.56,9.02,9.95,9.95,15.68,16.78,15.97,15.97,15.97,13.87,3.3,-3.05,0.43,2023-03-31,2023,1.0,0.88
2482 連宇,2482,2482,2023-03-31,31,光電/ IO,M23C,TEJT05  電子- PC週邊,61.15,1.0,1.12,7.22,5.48,266.71,300.75,300.75,774.19,81.92,48.03,48.03,876.77,34.94,39.09,-4.78,1.79,2023-03-31,2023,-2.25,-4.46
2485 兆赫,2485,2485,2023-03-31,27,通訊設備,M23K,TEJT15  電子- 網通,20.1,1.0,-0.19,-1.41,-1.02,7.94,4786.24,4786.24,4.64,-19.41,-8.95,-8.95,-9.01,2.45,0.51,-9.78,0.16,2023-03-31,2023,7.05,35.97
2495 普安,2495,2495,2023-03-31,25,光電/ IO,M23C,TEJT05  電子- PC週邊,21.87,1.0,0.26,1.65,1.08,44.01,77.19,77.19,2266.1,47.96,41.2,41.2,162.27,13.65,3.27,,0.38,2023-03-31,2023,0.1,0.5
2496 卓越,2496,2496,2023-03-31,20,其他,M99Z,TEJO99  其它業別,49.76,1.0,0.96,2.32,1.41,7.8,11.23,11.23,13.33,16.39,14.49,14.49,20.16,4.55,-4.85,12.8,0.21,2023-03-31,2023,3.7,7.1
2501 國建,2501,2501,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,16.57,1.0,0.12,0.26,0.09,175.13,210.86,210.86,234.49,174.7,169.98,169.98,185.75,8.41,-0.47,-3.05,0.51,2023-03-31,2023,0.1,0.66
2504 國產,2504,2504,2023-03-31,14,預拌混凝土,M11B,TEJN01  傳產- 水泥,25.96,1.0,0.72,4.21,2.69,3.65,22.44,22.44,37.34,-54.06,-58.47,-58.47,81.29,12.05,2.27,45.16,-3.11,2023-03-31,2023,-1.1,-4.1
2506 太設,2506,2506,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,9.04,1.0,0.13,0.85,0.56,44.35,91.93,91.93,3151.34,416.64,282.19,282.19,282.21,0.16,7.66,-2.92,0.6,2023-03-31,2023,0.0,0.0
2515 中工,2515,2515,2023-03-31,14,營造,M25B,TEJN17  傳產- 營建,8.82,1.0,0.07,0.39,0.19,8.1,7.8,7.8,33.56,-71.2,-76.24,-76.24,-96.7,-0.5,-3.24,,-0.71,2023-03-31,2023,0.1,1.0
2516 新建,2516,2516,2023-03-31,14,營造,M25B,TEJN17  傳產- 營建,4.9,1.0,0.27,4.28,0.95,33.78,4.69,4.69,90.38,142.87,142.87,142.87,56.08,3.97,-29.98,-0.94,0.61,2023-03-31,2023,0.85,12.57
2528 皇普,2528,2528,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,20.48,1.0,0.89,6.45,1.76,122.14,132.16,132.16,153.53,165.42,165.99,165.99,165.99,12.19,5.13,11480.56,1.07,2023-03-31,2023,2.15,8.04
2538 基泰,2538,2538,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,12.16,1.0,1.44,25.67,7.83,34.35,53.22,53.22,-3320.65,2596.1,2577.28,2577.28,-330.21,0.48,25.93,-4.07,7.0,2023-03-31,2023,-0.9,-6.55
2539 櫻花建,2539,2539,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,37.25,1.0,0.64,4.62,2.24,77176.26,260583.45,260583.45,1715.34,1520.75,1229.34,1229.34,1229.34,-4.86,22.78,-15.52,2.44,2023-03-31,2023,2.04,5.12
2540 愛山林,2540,2540,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,74.5,1.0,0.52,1.96,0.49,33.9,83.5,83.5,123.44,98.42,131.47,131.47,131.68,37.32,39.34,,0.42,2023-03-31,2023,13.28,19.42
2542 興富發,2542,2542,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,41.15,1.0,0.62,3.48,0.77,29.53,51.16,51.16,66.52,79.36,72.69,72.69,72.29,7.56,0.94,50.45,0.33,2023-03-31,2023,0.6,1.41
2543 皇昌,2543,2543,2023-03-31,14,營造,M25B,TEJN17  傳產- 營建,9.33,1.0,0.08,0.88,0.19,10.41,64.7,64.7,75.81,30.01,35.06,35.06,42.89,58.23,10.56,28.77,0.17,2023-03-31,2023,1.45,13.81
2546 根基,2546,2546,2023-03-31,14,營造,M25B,TEJN17  傳產- 營建,61.99,1.0,1.43,4.11,1.51,49.08,19.1,19.1,17.94,16.64,15.54,15.54,15.95,14.0,19.95,27.25,0.22,2023-03-31,2023,3.6,5.05
2548 華固,2548,2548,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,85.85,1.0,4.28,5.92,2.84,66.28,71.74,71.74,76.79,72.25,71.64,71.64,71.64,-6.99,6.85,,1.2,2023-03-31,2023,0.0,0.0
2617 台航,2617,2617,2023-03-31,15,海運,M26A,TEJN18  傳產- 海空運,28.81,1.0,0.34,0.32,0.2,14.48,11.74,11.74,12.2,-33.42,-41.66,-41.66,-41.66,-2.58,-3.93,14.33,-0.02,2023-03-31,2023,2.75,10.24
2618 長榮航,2618,2618,2023-03-31,15,空運業,M26D,TEJN18  傳產- 海空運,26.31,1.0,0.84,5.46,1.65,47.64,42.07,42.07,49.18,39.53,39.07,39.07,39.69,1.74,4.22,-9.78,0.46,2023-03-31,2023,-3.5,-10.25
2630 亞航,2630,2630,2023-03-31,15,機車船製造,M22B,,17.27,1.0,0.02,0.2,0.08,27.62,79.13,79.13,188.35,123.41,118.65,118.65,116.58,7.01,-1.41,5.1,0.43,2023-03-31,2023,7.15,21.67
2633 台灣高鐵,2633,2633,2023-03-31,15,陸運業,M26B,,29.6,1.0,0.38,3.11,0.53,35.13,103.66,103.66,113.51,275.61,281.1,281.1,246.7,-5.82,1.58,11.24,0.44,2023-03-31,2023,1.6,5.48
2634 漢翔,2634,2634,2023-03-31,15,機車船製造,M22B,,40.88,1.0,0.58,3.34,1.23,72.33,138.15,138.15,541.63,182.08,168.0,168.0,167.97,12.62,12.35,-6.12,0.83,2023-03-31,2023,4.1,7.61
2640 大車隊,2640,2640,2023-03-31,36,陸運業,M26B,,110.27,1.0,1.88,6.04,3.36,7.7,7.41,7.41,6.77,7.34,6.6,6.6,4.44,8.18,2.47,12.6,0.33,2023-03-31,2023,-1.5,-1.38
2645 長榮航太,2645,2645,2023-03-31,15,機車船製造,M22B,,94.37,1.0,0.84,2.61,1.29,21.05,35.06,35.06,36.4,-0.78,-0.78,-0.78,-2.93,3.35,14.22,-8.9,-0.04,2023-03-31,2023,0.5,0.44
2701 萬企,2701,2701,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,12.55,1.0,0.05,1.03,0.89,27.31,36.68,36.68,48.2,28.41,28.69,28.69,27.4,4.55,5.16,,0.06,2023-03-31,2023,0.1,0.8
2702 華園,2702,2702,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,23.4,1.0,-0.26,-1.67,-0.62,36.55,47.23,47.23,86.21,-490.6,-977.21,-977.21,-1170.93,1.34,15.43,-9.5,-0.1,2023-03-31,2023,0.48,2.34
2705 六福,2705,2705,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,17.1,1.0,-0.26,-1.0,-0.31,50.55,394.48,394.48,96.21,64.95,64.95,64.95,64.95,-0.36,-4.33,-5.69,0.61,2023-03-31,2023,-0.8,-4.47
2706 第一店,2706,2706,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.7,1.0,0.06,0.44,0.38,37.69,16.03,16.03,17.39,-1.65,-1.45,-1.45,-1.52,6.39,7.07,,0.0,2023-03-31,2023,0.1,0.65
2707 晶華,2707,2707,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,270.79,1.0,2.84,8.55,3.52,22.39,35.03,35.03,48.83,40.96,37.74,37.74,40.53,-5.1,0.41,-7.24,0.96,2023-03-31,2023,-16.0,-6.85
2712 遠雄來,2712,2712,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,35.47,1.0,0.13,1.14,0.75,51.88,77.76,77.76,1107.29,418.73,310.71,310.71,337.49,21.39,3.08,16.05,0.85,2023-03-31,2023,-0.75,-2.09
2718 晶悅,2718,2718,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,48.5,1.0,3.03,15.3,6.06,3538.37,35547.05,35547.05,3191.75,3270.89,2745.59,2745.59,2745.59,37.0,13.46,,6.39,2023-03-31,2023,0.9,1.96
2719 燦星旅,2719,2719,2023-03-31,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,51.1,1.0,0.02,0.22,0.16,1809.38,1407.06,1407.06,9.45,113.08,113.38,113.38,113.38,202.32,1112.79,-0.83,1.39,2023-03-31,2023,-13.0,-18.71
2722 夏都,2722,2722,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,48.02,1.0,0.2,4.28,3.27,6.39,7.1,7.1,17.73,114.69,143.57,143.57,20.64,5.22,13.87,5.09,0.56,2023-03-31,2023,-7.1,-12.14
2723 美食-KY,2723,2723,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,142.65,1.0,1.38,2.32,1.23,7.14,6.54,6.54,0.21,-0.28,-0.63,-0.63,-7.31,-2.78,-3.33,14.81,-0.08,2023-03-31,2023,-2.5,-2.21
2727 王品,2727,2727,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,311.5,1.0,5.01,10.81,2.72,19.84,26.71,26.71,204.42,284.84,357.74,357.74,340.01,8.93,6.85,-3.6,1.84,2023-03-31,2023,-1.84,-0.7
2729 瓦城,2729,2729,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,201.79,1.0,4.84,6.57,3.41,21.09,26.29,26.29,111.83,123.87,123.68,123.68,123.2,-17.94,13.21,5.67,1.69,2023-03-31,2023,-6.0,-2.15
2731 雄獅,2731,2731,2023-03-31,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,151.0,1.0,1.08,6.68,1.93,502.53,509.32,509.32,151.21,159.16,155.05,155.05,155.08,44.74,69.93,-3.1,4.39,2023-03-31,2023,-3.0,-2.17
2732 六角,2732,2732,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,178.5,1.0,1.53,3.68,1.78,1.22,17.27,16.82,164.37,82.44,121.53,121.53,121.21,5.64,5.04,-2.0,0.93,2023-03-31,2023,-11.33,-8.7
2734 易飛網,2734,2734,2023-03-31,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,33.5,1.0,0.12,1.62,0.64,808.25,335.07,335.07,92.78,126.61,126.61,126.61,104.8,60.98,47.31,-7.09,3.4,2023-03-31,2023,-3.2,-7.02
2736 富野,2736,2736,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,23.95,1.0,0.79,3.02,1.67,3.73,3.53,3.53,-10.33,46.96,59.51,59.51,54.97,-3.64,2.89,-8.1,0.6,2023-03-31,2023,-4.84,-14.51
