公司,年月,證期會代碼,季別,財報發布日,每股盈餘,當季季底P/B,當季季底PSR,當季季底P/E,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,ROE(B)－常續利益,營業利益率,營業利益成長率,營業利益變動率,營業利益 /實收資本比,常續利益率－稅後,淨利變動率（單季）,稅前息前折舊前淨利率,稅前淨利率,稅前淨利成長率,稅後淨利率,稅後淨利成長率,季底普通股市值,營收成長率,營收變動率,淨值/資產,總資產成長率,總資產週轉次數,業外收支/營收,營業毛利率,營業毛利成長率,已實現銷貨毛利成長率,已實現銷貨毛利率,自由現金流量(D),營業收入淨額,股東權益總額,來自營運之現金流量
1439 雋揚,2023/9/28,1439,3,2023/11/13,0.27,0.87,7.97,10.83,0.75,0.59,0.73,0.95,1.05,-3.62,-107.42,42.64,-0.14,84.66,-49.39,100.94,77.41,-63.26,76.56,-61.42,"2,088,400",-76.39,79.58,56.88,18.96,0.01,81.03,37.11,-64.9,-64.9,37.11,"-48,495","36,832","2,967,757","-51,747"
1440 南紡,2023/9/28,1440,3,2023/11/8,-0.04,0.9,1.19,,0.54,0.05,0.5,-0.16,-0.14,-5.19,-150.14,14.21,-1.42,-0.86,13.43,5.98,-1.95,-130.67,-0.99,-114.87,"24,355,181",-11.2,-9.83,55.19,-2.17,0.09,3.24,4.35,-52.53,-52.53,4.35,"-492,600","4,534,914","27,392,538","527,631"
1441 大東,2023/9/28,1441,3,2023/11/14,-1.21,2.11,0.71,,-6.32,-3.75,-2.74,-17.53,-17.53,-23.14,29.46,25.21,-11.03,-27.98,22.15,-15.89,-28.09,24.57,-27.98,24.57,"879,801",-20.7,12.82,22.81,-26.36,0.15,-4.95,-11.29,29.53,29.53,-11.29,"26,666","301,638","440,099","-10,390"
1442 名軒,2023/9/28,1442,3,2023/11/13,0.1,2.29,5.42,15.66,0.48,0.37,0.38,0.66,0.66,30.27,749.27,31.23,2.49,12.46,-47.61,31.91,18.9,2.88,12.46,-22.62,"13,128,664",49.85,22.59,29.57,23.49,0.02,-11.37,44.25,621.81,621.81,44.25,"436,449","301,308","5,722,002","-459,389"
1443 立益物流,2023/9/28,1443,3,2023/11/13,0.82,2.01,4.94,27.68,2.34,1.88,2.15,7.07,6.88,32.28,-19.72,20.19,5.33,45.7,"1,017.42",71.51,46.96,180,46.98,192.05,"3,816,673",-8.81,23.73,21.66,7.88,0.03,14.67,43.42,-8.89,-8.89,43.42,"130,196","223,506","1,496,817","105,382"
1444 力麗,2023/9/28,1444,3,2023/11/14,0.16,0.95,1.18,,1.59,0.82,1.42,1.15,1.04,-5.52,-17.4,33.79,-1.16,6.12,374.28,17.74,8.92,-26.73,6.78,-28.58,"10,453,748",-36.72,-5.99,62.67,-2.39,0.11,14.45,0.75,-90.26,-85.92,1.08,"-162,307","2,082,899","12,309,754","466,994"
1445 大宇,2023/9/28,1445,3,2023/11/7,0.08,1.59,1.89,40.56,0.88,0.46,0.74,0.61,0.61,-0.46,-136.2,-116.68,-0.1,3.57,-24.75,6.96,4.03,-47.15,3.55,-47.15,"2,783,186",-21.56,-16.38,67.97,24.67,0.12,4.49,15.41,5.38,5.38,15.41,"3,204","295,821","1,750,100","90,150"
1446 宏和,2023/9/28,1446,3,2023/11/13,-0.05,3.85,37.05,,-0.02,-0.1,-0.05,-0.49,-0.48,-50.71,-28.04,-21.57,-0.96,-25.36,-9.64,-5.34,-25.89,-481.38,-25.9,-6.86,"5,336,224",-39.39,-29.39,28.2,5.74,0.01,24.82,5.78,-69.34,-69.34,5.78,"8,858","26,034","1,384,238","50,977"
1447 力鵬,2023/9/28,1447,3,2023/11/14,0.05,0.73,0.23,,1.04,0.32,0.95,0.4,0.43,-1.5,69.32,65.09,-1.07,0.69,135.56,4.03,1.2,240.31,0.64,224.97,"6,825,533",-10.79,-14.26,52.66,-0.23,0.32,2.7,1.15,152.96,153.22,1.15,"-114,641","6,489,047","10,310,590","506,800"
1449 佳和,2023/9/28,1449,3,2023/11/13,0.44,0.8,0.51,,0.18,1.1,1.42,2.78,1.96,2.44,188.88,187.03,2.29,4.16,186.25,14.26,5.78,151.17,5.88,154.18,"1,306,067",21.55,28.11,27.95,-2.92,0.13,3.34,16.31,85.81,85.81,16.31,"-23,770","797,121","1,698,503","150,830"
1451 年興,2023/9/28,1451,3,2023/11/3,-0.03,0.55,0.58,,0.37,-0.06,0.25,-0.08,-0.34,-6.49,-265.06,-53.83,-5.13,-1.5,76.02,3.13,-0.42,-104.86,-0.37,-105.4,"3,881,260",-32.33,-6.78,84.56,-11.97,0.19,6.07,1.64,-87.38,-87.38,1.64,"-49,249","1,631,533","7,101,793","333,516"
1452 宏益,2023/9/28,1452,3,2023/11/3,0.26,0.81,1.76,,0.55,1.23,0.4,1.32,0.06,-7.64,-399.6,-137.96,-1.7,0.56,597.24,17.44,13.36,-18.21,11.79,-21.22,"2,155,416",-26.73,5.84,94.49,-3.11,0.1,21,1.7,-80.11,-80.11,1.7,"-5,055","295,590","2,649,413","40,829"
1453 大將,2023/9/28,1453,3,2023/11/13,-0.08,1.07,"2,145.76",,-1.41,-0.38,0.01,-0.59,-0.07,"-4,996.47",2.86,2.85,-0.8,-579.41,-166.03,"-3,992.35","-4,843.53",-146.97,"-4,843.53","-1,878.40","1,467,703",-99.83,-1.16,65.27,18.69,0,152.94,-121.18,-103.13,-103.13,-121.18,"-48,585",170,"1,391,347","-165,834"
1454 台富,2023/9/28,1454,3,2023/11/7,0.04,1.43,1.48,326.01,1.52,0.27,1.46,0.3,0.75,0.22,-86.03,-86.49,0.07,2.95,-76.93,6.4,1.42,-78.57,1.17,-78.61,"2,304,536",-9.72,3.75,84.14,-0.95,0.21,1.2,10.11,-24.15,-24.15,10.11,"-1,108","410,085","1,606,938","34,334"
1455 集盛,2023/9/28,1455,3,2023/11/13,-0.16,0.82,0.71,,0.56,-0.84,-0.28,-1.37,-1.75,-9.81,16.8,18.18,-3.55,-5.74,42.07,-0.56,-5.96,55.67,-4.47,61.62,"5,120,155",-10.45,10.93,64.07,0.63,0.2,3.85,-4.73,20.14,20.14,-4.73,"57,944","1,925,057","6,260,606","260,990"
1456 怡華,2023/9/28,1456,3,2023/11/9,-0.12,0.98,0.97,21.3,0.75,0.56,0.59,-0.71,-0.7,23.85,408.39,-56.62,10.19,-2.76,-109.13,23.28,-2.57,63.12,-2.8,60.01,"1,541,694",199.15,-56.65,13.09,36.39,0.03,-26.41,34.14,247.74,247.74,34.14,"137,496","400,312","1,580,006","87,610"
1457 宜進,2023/9/28,1457,3,2023/11/13,0.24,1.08,1.65,,0.78,0.15,0.86,-0.17,1.03,16.08,-93.46,"6,584.34",4.49,10.26,87.8,15.57,3.28,47.35,-1.65,-178.91,"5,324,070",-17.42,16.07,42.82,-3.05,0.04,-12.79,7.45,-44.41,-44.41,7.45,"394,784","842,178","8,333,543","198,340"
1459 聯發,2023/9/28,1459,3,2023/11/6,0.15,1.25,3.13,,1.49,1.28,1.24,1.74,0.61,-29.72,-42.24,-20.75,-2.27,6.2,10.64,38.14,19.5,124.34,17.75,121.95,"3,514,554",-32.14,21.21,60.36,-14.82,0.06,49.22,-19.46,-110.85,-110.85,-19.46,"253,114","274,031","2,807,112","-26,308"
1460 宏遠,2023/9/28,1460,3,2023/11/13,-0.66,0.82,0.69,,-1.21,-2.99,-1.82,-6.66,-6.63,-21.3,-575.31,-218.06,-6.2,-21.99,-261.24,-9.21,-21.32,"-9,151.67",-22.06,"-1,203.35","5,314,019",-24.18,25.85,48.11,-8.15,0.15,-0.02,-5.17,-124.4,-124.4,-5.17,"-53,681","2,021,904","6,519,366","243,129"
1463 強盛,2023/9/28,1463,3,2023/11/10,0.27,1.19,7.16,44.65,0.41,1.63,2.19,1.96,2.27,-1.38,"-10,992.31",94.06,-0.08,51.67,"1,737.56",57.98,46.14,-6.42,44.57,-4.95,"2,702,981",-17.55,55.81,82.13,5.25,0.04,47.52,16.54,-7.1,-7.1,16.54,"7,825","102,501","2,373,198","63,480"
1464 得力,2023/9/28,1464,3,2023/11/9,0.08,1.06,0.54,53.09,1.4,0.57,1.16,0.81,0.55,-1.6,-127.5,60.01,-0.99,1.23,250.14,10.04,2.26,-73.61,1.82,-76.85,"5,503,127",-17.51,21.49,35.33,-14.54,0.16,3.85,13.9,-18.14,-18.14,13.9,"-292,434","2,537,043","5,742,050","80,343"
1465 偉全,2023/9/28,1465,3,2023/11/10,0.42,0.8,2.12,17.41,2.82,2.2,2.56,2.61,2.67,-0.16,-124.45,-176.9,-0.02,32.32,18.83,41.41,35.75,-28.64,31.63,-29.92,"1,346,891",-16.55,-19.08,86.81,0.71,0.07,35.9,15.16,-4.66,-4.66,15.16,"1,573","136,654","1,677,995","45,622"
1466 聚隆,2023/9/28,1466,3,2023/11/10,-0.18,0.85,0.52,,1.18,-0.33,0.85,-1.33,-1.33,-4.46,63.59,43.99,-2.61,-3,56.25,6.39,-3.14,55.59,-3.01,56.14,"1,233,843",-1.86,8.5,41,-4.56,0.18,1.32,4.52,285.9,285.9,4.52,"-31,779","650,668","1,455,685","45,755"
1467 南緯,2023/9/28,1467,3,2023/11/13,0.09,0.92,0.56,,1.67,0.53,1.09,0.74,0.73,1.09,7.69,126.16,0.65,1.56,136.52,10.3,4.05,33,1.58,871.95,"2,686,676",-12.28,27.73,35.63,-1.42,0.17,2.95,18.7,-20.04,-20.04,18.7,"-40,278","1,390,714","3,053,688","180,551"
1468 昶和,2023/9/28,1468,3,2023/11/10,0.28,1.68,1.83,,0.38,1.82,0.99,3.69,1.23,1.89,-90.9,134.9,0.27,6.82,39.63,27.56,20.44,-56.58,20.44,-58.16,"2,117,346",-45.1,-18.86,45.45,-0.27,0.08,18.55,15.83,-38.29,-38.29,15.83,"9,979","232,008","1,313,371","10,138"
1470 大統新創,2023/9/28,1470,3,2023/11/13,0.06,1.65,2.55,38.42,1.1,0.49,1.84,0.56,1.11,3.06,-74.64,-28.07,0.52,7.48,-35.75,14.13,5.34,-55.25,3.77,-56.47,"1,625,285",-35.7,-2.62,87,-1.71,0.13,2.28,19.11,-38.92,-38.92,19.11,"20,111","145,552","985,296","23,305"
1471 首利,2023/9/28,1471,3,2023/11/8,0.06,2.17,12.59,165.57,5.1,0.54,1.75,0.59,1.36,-19.28,67.93,59.81,-0.89,29.64,126.24,27.87,12.87,146.37,12.82,146.21,"3,173,735",56.37,4.63,91.82,53.11,0.04,32.15,15.99,"1,735.03","1,735.03",15.99,"3,357","69,786","1,536,490","42,799"
1472 三洋實業,2023/9/28,1472,3,2023/11/9,1.55,1.3,0.98,19.74,2.3,2.52,2.02,5.72,4.07,8.95,258.32,206.94,11.43,8.16,192.78,14.36,12.69,508.4,11.47,641.43,"1,780,247",139.48,1.15,63.22,-16.91,0.21,3.75,14.34,"1,653.29","1,653.29",14.34,"-494,382","542,975","1,372,617","188,302"
1473 台南,2023/9/28,1473,3,2023/11/9,0.85,1.03,0.59,10.53,3.45,2.4,2.91,3.4,3.37,5.35,97.02,124.49,6.18,7.31,104.56,10.86,8.55,40.56,7.35,38.31,"3,858,439",-10.37,13.09,69.83,-2.05,0.32,3.21,18.58,7.53,7.53,18.58,"47,837","1,690,289","3,762,035","227,823"
1474 弘裕,2023/9/28,1474,3,2023/11/13,-0.27,0.75,0.57,,0.49,-0.78,-0.07,-1.71,-1.25,-2.83,-305.41,9.55,-1.58,-3.46,-49.2,-0.38,-4.24,-183.4,-4.75,-223.22,"1,487,309",-8.38,26.16,53.58,-6.17,0.19,-1.42,7.53,-42.74,-42.74,7.53,"-15,759","725,181","2,006,421","21,925"
1475 業旺,2023/9/28,1475,3,2023/11/13,2.33,1.09,,4.93,5.27,5.18,5.18,6.61,6.61,14.58,-30.38,-29.26,6.42,26.77,-11.17,27.21,27.19,-28.54,26.77,-30.39,"1,321,664",-1.2,-7.34,79.87,27.65,0.19,12.6,21.4,-17.17,-17.17,21.4,"-1,068","290,560","1,215,194","-15,994"
1476 儒鴻,2023/9/28,1476,3,2023/11/2,5.68,5.45,4.47,22.43,7.16,4.93,5.49,6.59,6.59,22.83,-18.76,9.64,66.34,19.54,11.93,28.72,25.65,-25.07,19.54,-28.19,"133,616,729",-25.58,1.94,79.75,-7.49,0.25,2.82,33.07,-15.13,-15.13,33.07,"260,709","7,972,808","24,536,616","2,953,242"
1477 聚陽,2023/9/28,1477,3,2023/11/1,5.47,5.37,2.56,16.83,7.77,6.04,6.5,9.18,9.14,15.87,14.54,48.58,60.85,14.3,60.98,20.16,17.77,9.1,14.35,19.08,"81,263,616",-1.44,28.35,62.94,3.26,0.4,1.9,26.81,12.84,12.84,26.81,"-91,495","9,272,068","15,245,469","1,382,673"
1503 士電,2023/9/28,1503,3,2023/11/14,1.28,1.89,1.86,20.18,1.73,1.32,1.63,2.12,2.17,7.87,11.36,32.68,11.63,9.21,10.73,13.91,11.31,16.98,9.02,16.8,"60,172,266",3.63,0.3,61.32,11.06,0.14,3.44,17.83,4.02,4.02,17.83,"174,740","7,700,429","32,608,568","1,903,716"
1504 東元,2023/9/28,1504,3,2023/11/14,0.47,1.41,1.85,14.35,1.49,0.91,1.41,1.28,1.57,11.13,27.59,-5.79,7.84,9.02,-50.79,14.49,10.68,3.88,7.36,-10.67,"111,217,392",1.68,0.01,67.26,3.46,0.12,-0.45,24.61,11.02,11.1,24.63,"-2,597,508","15,065,102","85,221,347","929,734"
1506 正道,2023/9/28,1506,3,2023/11/13,0.11,1.83,4.35,48.24,1.2,1.14,1.43,1.27,1.25,5.65,243.1,-1.54,0.54,11.98,49.21,18.23,13.79,-21.65,12.12,-10.33,"4,940,100",8.34,0.47,87.99,20.62,0.09,8.15,17.24,57.83,57.83,17.24,"76,098","288,465","2,768,557","57,671"
1512 瑞利,2023/9/28,1512,3,2023/11/14,0.02,3.06,0.98,,-0.59,0.47,0.29,0.51,-6.7,-15.49,-63.53,-18.28,-4.08,-9.69,62.83,15.4,0.12,103.46,0.74,121.31,"1,163,469",79.47,-10.38,16.59,17.51,0.12,15.61,18.12,577.92,577.92,18.12,"-77,774","258,557","380,370","16,165"
1513 中興電,2023/9/28,1513,3,2023/11/8,1.51,3.66,2.56,23.41,3.76,1.78,3.1,4.93,4.99,14.16,28.32,-51.08,15.55,13.5,207.24,30.26,15.89,26.29,13.34,32.32,"54,084,540",19.28,12.11,33.51,9.92,0.12,1.73,30.47,36.99,36.99,30.47,"288,323","5,527,053","14,961,918","1,574,085"
1514 亞力,2023/9/28,1514,3,2023/11/7,0.66,3.09,1.49,18.19,2.02,1.56,1.67,3.87,3.88,8.14,75.69,-15.09,6.53,8.06,-4.42,11.1,9.71,35.09,8.03,21.99,"12,791,233",10.91,-12.79,38.26,20.39,0.18,1.57,17.88,19.59,19.84,17.88,"-956,943","1,982,455","4,234,194","146,497"
1515 力山,2023/9/28,1515,3,2023/11/7,1.16,2.14,1.61,105.98,5,2.74,4.01,5.99,6.75,9.68,294.32,"1,455.09",12.46,10.26,"1,949.25",15.9,11.49,596.88,9.11,591.98,"7,794,265",117.66,128.54,41.27,9.39,0.29,1.81,17.85,"1,274.67","1,274.67",17.85,"55,983","2,335,980","3,672,086","1,206,904"
1516 川飛,2023/9/28,1516,3,2023/11/3,0.22,1.45,0.68,17.77,2.32,1.85,1.86,1.89,1.89,2.61,-67.51,358.72,1.41,4.06,888.07,5.11,5.08,-40.05,4.06,-40.77,"659,940",-49.71,422.68,99.12,-11.42,0.45,2.46,4.8,-53.58,-53.58,4.8,-743,"209,784","454,738","-188,066"
1517 利奇,2023/9/28,1517,3,2023/11/10,-0.15,0.89,1.39,,-0.52,-0.62,-0.03,-0.78,-0.87,-23.06,-147.26,-18.59,-4.49,-7.77,10.6,0.04,-9.26,-113.91,-6.92,-113.04,"3,385,275",-71.72,2.51,80.29,-17.75,0.09,13.8,-2.31,-103.09,-103.09,-2.31,"7,217","439,283","3,914,426","135,401"
1519 華城,2023/9/28,1519,3,2023/11/10,2.73,14.34,6.46,38.53,7.04,5.44,5.71,15.09,15.09,21.31,505.34,31.29,29.75,19.49,31.63,25.54,24.02,469.95,19.48,447.83,"70,746,718",121.58,17.46,36.3,19.11,0.28,2.71,32.88,181.08,181.08,32.88,"-172,127","3,644,467","5,044,122","1,444,101"
1521 大億,2023/9/28,1521,3,2023/11/9,0.77,1.56,0.6,25.5,3.53,1.75,2.64,3.25,3.28,5.04,276.5,78.72,8.52,4.59,232.92,9.38,6.33,104.73,4.56,6.74,"2,866,248",9.35,17.47,53.74,-2.38,0.38,1.29,15.11,30.63,29.94,15.08,"-28,522","1,287,842","1,835,817","94,746"
1522 堤維西,2023/9/28,1522,3,2023/11/9,1.18,1.51,0.7,9.39,4.12,1.79,3.17,4.25,4.44,8.97,428.18,26.27,12.99,8.17,34.68,20.43,10.58,49.66,7.84,21.73,"13,642,309",6.31,3.38,36.74,-3.62,0.2,1.61,26.84,39.04,39.05,26.84,"-112,804","4,963,739","9,387,475","992,403"
1524 耿鼎,2023/9/28,1524,3,2023/11/9,0.83,1.62,1.67,11.28,5.13,2.83,4.16,5.31,5.3,18.07,117.91,46.74,7.6,19.6,69.08,37.25,24.09,16.47,19.64,16.82,"4,298,060",22.12,3.79,52.02,-9.29,0.14,6.02,29.22,56.67,56.67,29.22,"43,374","694,979","2,654,306","336,131"
1525 江申,2023/9/28,1525,3,2023/11/2,1.11,1.2,3.49,11.94,2.26,1.44,1.67,1.74,1.74,2.57,-30.54,-59.08,1.26,22.7,39.01,35.93,31.27,-1.1,22.72,-13.92,"5,776,580",-14.03,-15.43,83.82,2.51,0.06,28.71,9.58,-12.71,-12.71,9.58,"52,391","359,543","4,806,993","55,754"
1526 日馳,2023/9/28,1526,3,2023/11/8,0.08,1.39,1.53,11.28,1.07,0.34,0.92,0.35,0.36,3.96,-93.22,190.55,1.53,2.23,-78.83,12.69,1.8,-97.03,2.18,-95.34,"2,037,000",-61.11,-15.07,53.58,-6.23,0.08,-2.16,29.53,-67.74,-67.74,29.53,"-491,031","231,520","1,465,585","21,178"
1527 鑽全,2023/9/28,1527,3,2023/11/13,1.1,1.17,1.94,10.58,4.02,2.82,3.28,3.31,3.39,13.98,-47.03,82.37,7.07,22.3,72.34,31.05,27.24,-39.49,21.79,-39.51,"5,480,444",-23.07,13.01,88.15,-0.39,0.13,13.26,25.19,-35,-35,25.19,"7,778","700,469","4,689,028","123,230"
1528 恩德,2023/9/28,1528,3,2023/11/14,0.08,0.93,0.58,22.36,1.33,0.48,0.97,0.67,0.65,-2.82,-184.33,-531.04,-1.36,1.78,9.77,8.37,3.26,-58.54,1.84,-69.64,"2,267,272",9.36,-2.79,44.52,3.85,0.17,6.07,26.77,0.68,0.68,26.77,"24,045","925,829","2,548,563","-97,964"
1529 樂事綠能,2023/9/28,1529,3,2023/11/10,-0.29,2.86,8.01,68.69,-2.01,-1.09,2.42,-2.27,2.92,19.56,97.52,"1,052.23",3.09,21.94,-149.52,-8.06,-21.72,-350.08,-17.06,-338.44,"4,893,753",170.1,95.28,56.37,13.62,0.07,-41.28,25.06,75.92,75.92,25.06,"54,651","237,551","1,767,762","80,063"
1530 亞崴,2023/9/28,1530,3,2023/11/13,1.63,0.88,1.15,15.62,1.84,2.78,2.77,4.74,4.04,4.67,-73.48,-38.33,3.2,20.21,566.37,25.56,20.13,-31.75,23.74,7.9,"2,897,820",-37.7,0.39,58.05,-14.21,0.11,15.46,18.83,-43.81,-43.43,18.77,"-10,860","661,220","3,400,964","172,450"
1531 高林股,2023/9/28,1531,3,2023/11/10,0.46,0.66,1.57,,1.11,0.42,0.77,0.49,0.5,-4.51,-287.9,68.94,-0.88,5.04,587.94,13.66,8.44,-65.21,23.27,27.83,"2,423,626",-37.2,-10.04,85.56,-11.82,0.08,12.95,9.78,-67.14,-67.14,9.78,"-180,331","360,203","3,671,027","26,304"
1532 勤美,2023/9/28,1532,3,2023/11/13,1.02,1.02,0.81,10.05,1.83,1.17,1.58,3.25,3.25,12.05,258.01,21.12,17.39,9.96,16.46,17.83,11.13,173.8,9.95,145.2,"13,402,919",56.45,16.9,32.43,6.17,0.1,-0.92,23.77,69.4,69.4,23.77,"2,801,862","5,449,147","17,150,355","237,070"
1533 車王電,2023/9/28,1533,3,2023/11/9,0.05,2.2,1.41,,0.61,-0.03,0.43,-0.74,-0.92,-2.59,-48.2,69.12,-2.75,-2.48,66.85,6.19,-1.34,-182.03,-1.99,-33.19,"5,636,888",16.62,-5.18,32.48,8.61,0.12,1.25,19.69,-12.97,-12.97,19.69,"-69,055","1,046,346","2,828,011","-117,885"
1535 中宇,2023/9/28,1535,3,2023/11/1,0.96,1.86,0.72,11.22,2.54,1.8,2.26,3.42,3.93,4.65,33.37,-18.72,8.29,6.19,-18.09,7.4,6.66,-2.98,5.39,-7.48,"6,583,074",-0.01,-11.51,53.21,-4.42,0.33,2.01,10.22,17.05,17.75,10.25,"179,096","2,203,942","3,529,833","463,212"
1536 和大,2023/9/28,1536,3,2023/11/13,0.4,2.03,2.6,30.67,1.67,0.65,1.33,1.26,1.25,3.6,-77.96,-70.84,2.02,7.11,-48.13,24.43,9.37,-64.2,7.14,-65.96,"17,861,136",-22.51,-12.2,39.41,0.94,0.07,5.77,15.65,-54.5,-54.5,15.65,"-482,041","1,564,475","8,936,405","567,632"
1537 廣隆,2023/9/28,1537,3,2023/11/9,2.21,2.61,1.73,13.13,4.87,3.07,3.52,4.53,4.53,11.61,-16.24,-1.8,22.98,11.15,7.2,17.82,15.76,-23.94,11.15,-28.45,"10,791,416",-20.34,0.96,72.93,-4.35,0.28,4.16,19.68,-16.99,-16.99,19.68,"-63,016","1,624,981","4,134,534","165,383"
1538 正峰,2023/9/28,1538,3,2023/11/8,-0.6,3.69,3.51,,-7.22,-8.18,-6.9,-13.65,-13.49,-22.23,-114.86,-11.99,-2.07,-64.03,-265.05,-52.72,-64.8,-480.42,-64.8,-480.42,"849,386",-41.19,-10.33,60.25,12.15,0.13,-42.56,3.8,-86.82,-86.82,3.8,"-6,119","50,009","230,143","-29,637"
1539 巨庭,2023/9/28,1539,3,2023/11/9,0.58,0.98,1.11,23.15,2.53,1.6,2.07,2.43,2.43,6.19,-62.82,7.64,3.75,9.57,41.71,16.02,11.87,-66.72,9.57,-66.5,"1,542,732",-38.91,-12.1,65.36,-20.83,0.16,5.69,12.11,-48.24,-48.24,12.11,"18,252","396,355","1,579,656","73,538"
1540 喬福,2023/9/28,1540,3,2023/11/10,0.39,1.04,2.96,12.62,2.35,1.91,2.16,2.35,2.54,10.54,-53.51,-62.99,1.42,30.89,-29.31,37.58,35.74,-34.21,28.59,-34.21,"1,474,409",-9.86,-19.68,81.93,10.29,0.07,25.19,23.56,-34.57,-34.57,23.56,"-1,983","115,171","1,414,945","4,661"
1541 錩泰,2023/9/28,1541,3,2023/11/10,0.94,1.27,0.82,,3.48,2.07,2.68,3.98,3.98,4.83,"1,816.65",-58.74,4.59,9.84,360.62,17.43,12.97,-30.74,9.84,-24.43,"2,407,340",-5.74,-21.19,51.71,-16.2,0.2,8.14,19.28,43.08,43.08,19.28,"-29,761","749,752","1,902,468","135,756"
1558 伸興,2023/9/28,1558,3,2023/11/13,1.6,1.33,0.95,11.03,3.71,1.74,3.09,2.45,2.44,8.58,938.19,56.25,27.34,9.45,0.09,21.31,11.69,7.31,9.5,18.28,"7,185,780",52,11.21,71.77,-13.45,0.18,3.11,27.24,92.8,92.8,27.24,"14,012","2,120,139","8,626,554","378,765"
1560 中砂,2023/9/28,1560,3,2023/10/25,2.02,3.78,3.51,20.31,5.36,3.06,4.28,4.89,4.88,16.98,-24.64,24.25,19.35,17.95,31.31,32.57,22.56,-17.47,17.98,-17.07,"22,354,914",-9.17,4.69,62.72,3.36,0.17,5.58,32.03,-20.17,-20.17,32.03,"270,905","1,648,890","6,214,151","278,091"
1565 精華,2023/9/28,1565,3,2023/11/1,2.73,1.61,2.2,12.66,3.09,1.78,2.62,2.31,2.31,8.06,-68.6,-37.98,16.84,13.08,-0.09,23.04,15.01,-58.09,13.08,-54.32,"9,705,080",-18.1,-1.91,79.45,-4.1,0.13,6.95,16.87,-52.59,-52.59,16.87,"33,404","1,053,828","6,027,007","323,123"
1568 倉佑,2023/9/28,1568,3,2023/11/13,2.21,1.63,2.29,12.45,2.91,0.54,1.08,0.73,0.6,16.05,57.14,-52.79,4.76,3.35,326.23,30.44,22.62,19.8,74.11,372.89,"2,963,723",-30.06,15.8,66.43,-9.41,0.11,6.57,32.97,13.48,13.48,32.97,"71,957","305,872","1,820,671","143,641"
1569 濱川,2023/9/28,1569,3,2023/11/13,0.48,0.83,0.72,73.7,3.76,0.96,2.52,1.62,1.53,-0.07,-102.34,94.64,-0.06,5.24,80.31,24.42,9.49,-38.12,5.57,-55.61,"2,750,775",-12.84,5.17,51.52,-11.91,0.15,9.56,13,-30.68,-30.68,13,"108,789","976,453","3,434,612","151,120"
1570 力肯,2023/9/28,1570,3,2023/11/14,0.01,1.16,2.17,22.22,0.14,0.04,0.21,0.04,-0.08,-11.77,-134.74,-399.76,-1.61,-0.97,-90.07,5.85,0.83,-98.6,0.45,-99.03,"1,032,575",-51.84,-28.88,90.48,-6.64,0.07,12.6,21.58,-63.64,-63.64,21.58,775,"70,499","889,696","16,577"
1580 新麥,2023/9/28,1580,3,2023/11/13,4.14,2.3,1.47,7.37,9.06,5.74,6.34,7.96,7.95,24.07,93.08,65.38,60.31,17.43,38.2,27.55,25.22,59.76,17.45,117.38,"6,379,210",18.48,8.3,75.62,3.05,0.33,1.15,45.7,41.51,41.51,45.7,"159,785","1,258,622","2,897,640","327,446"
1582 信錦,2023/9/28,1582,3,2023/11/3,2.03,1.37,0.95,11.55,3.77,2.25,2.88,4.36,4.18,12.67,455.41,156.18,25.77,9.73,50.05,19.98,15.18,56.32,10.15,52.52,"7,906,028",2.37,16.36,49.33,2.93,0.21,2.51,25,55.43,55.43,25,"998,050","2,516,105","6,104,426","361,178"
1583 程泰,2023/9/28,1583,3,2023/11/14,2.44,1.29,1.28,10.13,1.74,2.73,2.46,5.1,3.93,9.2,-56.53,-34.4,10.82,20.64,198.21,33.21,27.44,-14.74,26.77,11.77,"6,900,000",-33.54,-9.44,52.7,-10.74,0.1,18.24,25.84,-34.22,-34.22,25.84,"30,938","1,298,693","6,999,501","379,277"
1584 精剛,2023/9/28,1584,3,2023/11/2,0.49,2.13,2.83,34.02,1.81,1.87,2.26,2.97,2.74,7.27,32.7,1.39,2.57,11.44,7.32,18.2,12.5,134.09,12.4,143.46,"7,227,248",56.26,3.08,65.23,30.99,0.14,5.23,14.16,39,39,14.16,"-1,061,874","679,449","3,473,897","-125,566"
1586 和勤,2023/9/28,1586,3,2023/11/13,-0.13,1.97,1.32,,1.38,0,0.98,-0.72,-0.73,-0.39,92.7,87.69,-0.27,-1.78,-22.45,9.5,-1.33,-99.72,-1.77,-329.5,"2,894,763",-3.17,7.73,35.65,-7.18,0.14,-0.93,12.55,41.63,41.63,12.55,"-457,234","587,442","1,467,334","125,675"
1587 吉茂,2023/9/28,1587,3,2023/11/13,0.22,1.18,0.76,21.67,2.19,0.65,1.7,1.12,1.12,3.22,-60.98,-13.1,2.34,3.08,-24.42,15.48,4.92,-60.18,3.1,-64.97,"1,657,270",-24.41,-13.38,40.86,7.37,0.15,1.7,23.19,-24.15,-24.15,23.19,"18,024","498,657","1,403,221","118,445"
